tc
0.0
0.8369956450591908
1.6739912901183815
2.510986935177572
3.347982580236763
4.1849782252959535
5.021973870355144
5.858969515414334
6.695965160473526
7.532960805532717
8.369956450591907
9.206952095651097
10.043947740710289
10.88094338576948
11.717939030828669
12.55493467588786
13.391930320947052
14.228925966006242
15.065921611065434
15.902917256124622
16.739912901183814
17.576908546243004
18.413904191302194
19.250899836361388
20.087895481420578
20.924891126479768
21.76188677153896
22.598882416598148
23.435878061657338
24.27287370671653
25.10986935177572
25.946864996834915
26.783860641894105
27.62085628695329
28.457851932012485
29.294847577071675
30.13184322213087
30.96883886719006
31.805834512249245
32.64283015730844
33.47982580236763
34.31682144742682
35.15381709248601
35.990812737545205
36.82780838260439
37.66480402766358
38.501799672722775
39.338795317781965
40.175790962841155
41.012786607900345
41.849782252959535
42.686777898018725
43.52377354307792
44.360769188137105
45.197764833196295
46.03476047825549
46.871756123314675
47.70875176837387
48.54574741343306
49.382743058492245
50.21973870355144
51.05673434861063
51.89372999366983
52.73072563872901
53.56772128378821
54.4047169288474
55.24171257390658
56.07870821896578
56.91570386402497
57.75269950908417
58.58969515414335
59.42669079920254
60.26368644426174
61.10068208932092
61.93767773438012
62.7746733794393
63.61166902449849
64.44866466955769
65.28566031461688
66.12265595967607
66.95965160473526
67.79664724979445
68.63364289485364
69.47063853991283
70.30763418497202
71.1446298300312
71.98162547509041
72.81862112014959
73.65561676520878
74.49261241026798
75.32960805532716
76.16660370038636
77.00359934544555
77.84059499050474
78.67759063556393
79.51458628062312
80.35158192568231
81.1885775707415
82.02557321580069
82.86256886085988
